Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
0 days 01:48:40.853000,22,39,1012.2,FALSE,37.8,185,2.9
0 days 01:50:40.854000,21.7,39,1012.2,FALSE,36.7,173,2.6
0 days 01:51:40.859000,21.6,40,1012.3,FALSE,36.3,156,2.3
0 days 01:53:40.863000,21.6,40,1012.3,FALSE,36.2,135,2.1
0 days 01:55:40.889000,21.5,41,1012.4,FALSE,36,188,2
0 days 01:56:40.908000,21.5,41,1012.4,FALSE,35.2,168,2.3
0 days 01:58:40.905000,21.2,43,1012.3,FALSE,34.9,170,2.4
0 days 02:00:40.907000,21.3,43,1012.4,FALSE,34.6,152,2.2
0 days 02:01:40.909000,21.2,43,1012.5,FALSE,34.8,187,2.1
0 days 02:03:40.924000,21.1,44,1012.5,FALSE,34.2,192,3.7
0 days 02:05:40.926000,21,45,1012.7,FALSE,34.4,197,2.5
0 days 02:06:40.929000,21.2,46,1012.6,FALSE,35.2,195,3.3
0 days 02:08:40.959000,21.1,46,1012.5,FALSE,35.4,204,2.1
0 days 02:10:40.968000,21,47,1012.5,FALSE,35.6,186,2.1
0 days 02:11:40.961000,21.1,46,1012.6,FALSE,36,148,2.3
0 days 02:13:40.980000,21.3,46,1012.5,FALSE,35.7,195,2.4
0 days 02:15:40.994000,21.4,47,1012.5,FALSE,35.7,190,3
0 days 02:16:40.996000,21.4,47,1012.4,FALSE,36.3,185,3.5
0 days 02:18:40.996000,21.4,48,1012.5,FALSE,36.4,191,1.6
0 days 02:20:40.999000,21.3,47,1012.5,FALSE,36.5,199,2
0 days 02:21:41.005000,21.3,47,1012.6,FALSE,36.3,192,2.4
0 days 02:23:40.990000,21.4,47,1012.5,FALSE,36.5,192,2.4
0 days 02:24:41.007000,21.3,47,1012.6,FALSE,36.7,191,2.1
0 days 02:26:41.006000,21.2,47,1012.7,FALSE,36.2,185,2.9
0 days 02:28:41.005000,21,48,1012.7,FALSE,35.1,191,1.4
0 days 02:29:41.006000,20.9,48,1012.7,FALSE,34.9,174,1.4
0 days 02:31:41.007000,20.9,48,1012.7,FALSE,34.5,186,1.3
0 days 02:33:41.008000,20.6,50,1012.7,FALSE,34.2,172,1.3
0 days 02:34:41.008000,20.6,50,1012.7,FALSE,34,206,1.8
0 days 02:36:41.023000,20.4,51,1012.8,FALSE,33.1,194,2.6
0 days 02:37:41.027000,20.4,52,1012.8,FALSE,33.1,137,1.9
0 days 02:39:41.043000,20.3,52,1012.8,FALSE,33.3,176,1.9
0 days 02:41:41.060000,20.1,52,1012.8,FALSE,33,186,2.2
0 days 02:42:41.060000,20.1,53,1012.8,FALSE,32.9,185,2.1
0 days 02:44:41.091000,20,54,1012.8,FALSE,32.5,197,2
0 days 02:46:41.110000,19.9,56,1012.8,FALSE,32.2,197,1.7
0 days 02:47:41.111000,19.8,56,1012.8,FALSE,32.2,197,1.7
0 days 02:49:41.111000,19.8,54,1012.9,FALSE,31.9,165,2.6
0 days 02:50:41.114000,19.8,55,1012.9,FALSE,31.8,177,2.1
0 days 02:52:41.144000,19.8,56,1012.9,FALSE,32,203,2.2
0 days 02:54:41.144000,19.7,56,1012.9,FALSE,31.3,182,1.7
0 days 02:55:41.148000,19.6,56,1012.9,FALSE,31.3,199,2.4
0 days 01:02:40.698000,22.3,42,1012.1,FALSE,40,181,1.5
0 days 01:31:40.840000,22.6,32,1012.3,FALSE,39.3,203,3.3
0 days 01:34:40.846000,22.5,36,1012.3,FALSE,38.8,220,2.9
0 days 01:36:40.844000,22.5,37,1012.2,FALSE,39,216,3.1
0 days 01:38:40.848000,22.5,38,1012.3,FALSE,39,195,3
0 days 01:40:40.862000,22.4,40,1012.2,FALSE,38.8,201,2.8
0 days 01:42:40.850000,22.4,40,1012.1,FALSE,38.7,207,3.6
0 days 01:43:40.850000,22.3,38,1012.2,FALSE,38.8,206,4.1
0 days 01:45:40.850000,22.1,40,1012.3,FALSE,39,208,3.1
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
0 days 01:48:40.853000,22,39,1012.2,FALSE,37.8,185,2.9
0 days 01:50:40.854000,21.7,39,1012.2,FALSE,36.7,173,2.6
0 days 01:51:40.859000,21.6,40,1012.3,FALSE,36.3,156,2.3
0 days 01:53:40.863000,21.6,40,1012.3,FALSE,36.2,135,2.1
0 days 01:55:40.889000,21.5,41,1012.4,FALSE,36,188,2
0 days 01:56:40.908000,21.5,41,1012.4,FALSE,35.2,168,2.3
0 days 01:58:40.905000,21.2,43,1012.3,FALSE,34.9,170,2.4
0 days 02:00:40.907000,21.3,43,1012.4,FALSE,34.6,152,2.2
0 days 02:01:40.909000,21.2,43,1012.5,FALSE,34.8,187,2.1
0 days 02:03:40.924000,21.1,44,1012.5,FALSE,34.2,192,3.7
0 days 02:05:40.926000,21,45,1012.7,FALSE,34.4,197,2.5
0 days 02:06:40.929000,21.2,46,1012.6,FALSE,35.2,195,3.3
0 days 02:08:40.959000,21.1,46,1012.5,FALSE,35.4,204,2.1
0 days 02:10:40.968000,21,47,1012.5,FALSE,35.6,186,2.1
0 days 02:11:40.961000,21.1,46,1012.6,FALSE,36,148,2.3
0 days 02:13:40.980000,21.3,46,1012.5,FALSE,35.7,195,2.4
0 days 02:15:40.994000,21.4,47,1012.5,FALSE,35.7,190,3
0 days 02:16:40.996000,21.4,47,1012.4,FALSE,36.3,185,3.5
0 days 02:18:40.996000,21.4,48,1012.5,FALSE,36.4,191,1.6
0 days 02:19:40.999000,21.4,48,1012.5,FALSE,36.5,186,1.9
0 days 02:21:41.005000,21.3,47,1012.6,FALSE,36.3,192,2.4
0 days 02:23:40.990000,21.4,47,1012.5,FALSE,36.5,192,2.4
0 days 02:24:41.007000,21.3,47,1012.6,FALSE,36.7,191,2.1
0 days 02:26:41.006000,21.2,47,1012.7,FALSE,36.2,185,2.9
0 days 02:28:41.005000,21,48,1012.7,FALSE,35.1,191,1.4
0 days 02:30:41.025000,20.9,48,1012.7,FALSE,34.6,164,1.6
0 days 02:31:41.007000,20.9,48,1012.7,FALSE,34.5,186,1.3
0 days 02:33:41.008000,20.6,50,1012.7,FALSE,34.2,172,1.3
0 days 02:35:41.009000,20.6,51,1012.8,FALSE,34,197,1.7
0 days 02:36:41.023000,20.4,51,1012.8,FALSE,33.1,194,2.6
0 days 02:38:41.042000,20.3,52,1012.8,FALSE,33.3,166,1.2
0 days 02:39:41.043000,20.3,52,1012.8,FALSE,33.3,176,1.9
0 days 02:41:41.060000,20.1,52,1012.8,FALSE,33,186,2.2
0 days 02:43:41.075000,20,53,1012.9,FALSE,32.6,146,2.3
0 days 02:44:41.091000,20,54,1012.8,FALSE,32.5,197,2
0 days 02:46:41.110000,19.9,56,1012.8,FALSE,32.2,197,1.7
0 days 02:47:41.111000,19.8,56,1012.8,FALSE,32.2,197,1.7
0 days 02:49:41.111000,19.8,54,1012.9,FALSE,31.9,165,2.6
0 days 02:51:41.117000,19.8,56,1012.9,FALSE,32,173,2.3
0 days 02:52:41.144000,19.8,56,1012.9,FALSE,32,203,2.2
0 days 02:54:41.144000,19.7,56,1012.9,FALSE,31.3,182,1.7
0 days 02:55:41.148000,19.6,56,1012.9,FALSE,31.3,199,2.4
0 days 01:02:40.698000,22.3,42,1012.1,FALSE,40,181,1.5
0 days 01:31:40.840000,22.6,32,1012.3,FALSE,39.3,203,3.3
0 days 01:34:40.846000,22.5,36,1012.3,FALSE,38.8,220,2.9
0 days 01:36:40.844000,22.5,37,1012.2,FALSE,39,216,3.1
0 days 01:38:40.848000,22.5,38,1012.3,FALSE,39,195,3
0 days 01:40:40.862000,22.4,40,1012.2,FALSE,38.8,201,2.8
0 days 01:41:40.847000,22.3,40,1012.2,FALSE,38.7,204,3.5
0 days 01:43:40.850000,22.3,38,1012.2,FALSE,38.8,206,4.1
0 days 01:44:40.855000,22.2,39,1012.2,FALSE,38.9,212,4.1
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
0 days 01:48:40.853000,22,39,1012.2,FALSE,37.8,185,2.9
0 days 01:49:40.853000,21.9,40,1012.3,FALSE,37.1,176,2
0 days 01:51:40.859000,21.6,40,1012.3,FALSE,36.3,156,2.3
0 days 01:53:40.863000,21.6,40,1012.3,FALSE,36.2,135,2.1
0 days 01:55:40.889000,21.5,41,1012.4,FALSE,36,188,2
0 days 01:56:40.908000,21.5,41,1012.4,FALSE,35.2,168,2.3
0 days 01:58:40.905000,21.2,43,1012.3,FALSE,34.9,170,2.4
0 days 02:00:40.907000,21.3,43,1012.4,FALSE,34.6,152,2.2
0 days 02:01:40.909000,21.2,43,1012.5,FALSE,34.8,187,2.1
0 days 02:03:40.924000,21.1,44,1012.5,FALSE,34.2,192,3.7
0 days 02:05:40.926000,21,45,1012.7,FALSE,34.4,197,2.5
0 days 02:06:40.929000,21.2,46,1012.6,FALSE,35.2,195,3.3
0 days 02:08:40.959000,21.1,46,1012.5,FALSE,35.4,204,2.1
0 days 02:10:40.968000,21,47,1012.5,FALSE,35.6,186,2.1
0 days 02:11:40.961000,21.1,46,1012.6,FALSE,36,148,2.3
0 days 02:13:40.980000,21.3,46,1012.5,FALSE,35.7,195,2.4
0 days 02:15:40.994000,21.4,47,1012.5,FALSE,35.7,190,3
0 days 02:16:40.996000,21.4,47,1012.4,FALSE,36.3,185,3.5
0 days 02:18:40.996000,21.4,48,1012.5,FALSE,36.4,191,1.6
0 days 02:20:40.999000,21.3,47,1012.5,FALSE,36.5,199,2
0 days 02:21:41.005000,21.3,47,1012.6,FALSE,36.3,192,2.4
0 days 02:23:40.990000,21.4,47,1012.5,FALSE,36.5,192,2.4
0 days 02:24:41.007000,21.3,47,1012.6,FALSE,36.7,191,2.1
0 days 02:26:41.006000,21.2,47,1012.7,FALSE,36.2,185,2.9
0 days 02:28:41.005000,21,48,1012.7,FALSE,35.1,191,1.4
0 days 02:30:41.025000,20.9,48,1012.7,FALSE,34.6,164,1.6
0 days 02:31:41.007000,20.9,48,1012.7,FALSE,34.5,186,1.3
0 days 02:33:41.008000,20.6,50,1012.7,FALSE,34.2,172,1.3
0 days 02:35:41.009000,20.6,51,1012.8,FALSE,34,197,1.7
0 days 02:36:41.023000,20.4,51,1012.8,FALSE,33.1,194,2.6
0 days 02:38:41.042000,20.3,52,1012.8,FALSE,33.3,166,1.2
0 days 02:39:41.043000,20.3,52,1012.8,FALSE,33.3,176,1.9
0 days 02:41:41.060000,20.1,52,1012.8,FALSE,33,186,2.2
0 days 02:43:41.075000,20,53,1012.9,FALSE,32.6,146,2.3
0 days 02:44:41.091000,20,54,1012.8,FALSE,32.5,197,2
0 days 02:46:41.110000,19.9,56,1012.8,FALSE,32.2,197,1.7
0 days 02:47:41.111000,19.8,56,1012.8,FALSE,32.2,197,1.7
0 days 02:49:41.111000,19.8,54,1012.9,FALSE,31.9,165,2.6
0 days 02:51:41.117000,19.8,56,1012.9,FALSE,32,173,2.3
0 days 02:52:41.144000,19.8,56,1012.9,FALSE,32,203,2.2
0 days 02:54:41.144000,19.7,56,1012.9,FALSE,31.3,182,1.7
0 days 02:55:41.148000,19.6,56,1012.9,FALSE,31.3,199,2.4
0 days 01:02:40.698000,22.3,42,1012.1,FALSE,40,181,1.5
0 days 01:31:40.840000,22.6,32,1012.3,FALSE,39.3,203,3.3
0 days 01:34:40.846000,22.5,36,1012.3,FALSE,38.8,220,2.9
0 days 01:36:40.844000,22.5,37,1012.2,FALSE,39,216,3.1
0 days 01:38:40.848000,22.5,38,1012.3,FALSE,39,195,3
0 days 01:40:40.862000,22.4,40,1012.2,FALSE,38.8,201,2.8
0 days 01:41:40.847000,22.3,40,1012.2,FALSE,38.7,204,3.5
0 days 01:43:40.850000,22.3,38,1012.2,FALSE,38.8,206,4.1
0 days 01:45:40.850000,22.1,40,1012.3,FALSE,39,208,3.1
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
0 days 01:48:40.853000,22,39,1012.2,FALSE,37.8,185,2.9
0 days 01:50:40.854000,21.7,39,1012.2,FALSE,36.7,173,2.6
0 days 01:51:40.859000,21.6,40,1012.3,FALSE,36.3,156,2.3
0 days 01:53:40.863000,21.6,40,1012.3,FALSE,36.2,135,2.1
0 days 01:55:40.889000,21.5,41,1012.4,FALSE,36,188,2
0 days 01:56:40.908000,21.5,41,1012.4,FALSE,35.2,168,2.3
0 days 01:58:40.905000,21.2,43,1012.3,FALSE,34.9,170,2.4
0 days 02:00:40.907000,21.3,43,1012.4,FALSE,34.6,152,2.2
0 days 02:01:40.909000,21.2,43,1012.5,FALSE,34.8,187,2.1
0 days 02:03:40.924000,21.1,44,1012.5,FALSE,34.2,192,3.7
0 days 02:05:40.926000,21,45,1012.7,FALSE,34.4,197,2.5
0 days 02:06:40.929000,21.2,46,1012.6,FALSE,35.2,195,3.3
0 days 02:08:40.959000,21.1,46,1012.5,FALSE,35.4,204,2.1
0 days 02:10:40.968000,21,47,1012.5,FALSE,35.6,186,2.1
0 days 02:12:40.978000,21.1,47,1012.6,FALSE,36,182,2
0 days 02:13:40.980000,21.3,46,1012.5,FALSE,35.7,195,2.4
0 days 02:15:40.994000,21.4,47,1012.5,FALSE,35.7,190,3
0 days 02:16:40.996000,21.4,47,1012.4,FALSE,36.3,185,3.5
0 days 02:18:40.996000,21.4,48,1012.5,FALSE,36.4,191,1.6
0 days 02:20:40.999000,21.3,47,1012.5,FALSE,36.5,199,2
0 days 02:21:41.005000,21.3,47,1012.6,FALSE,36.3,192,2.4
0 days 02:23:40.990000,21.4,47,1012.5,FALSE,36.5,192,2.4
0 days 02:25:41.005000,21.2,47,1012.6,FALSE,36.5,197,2.3
0 days 02:26:41.006000,21.2,47,1012.7,FALSE,36.2,185,2.9
0 days 02:28:41.005000,21,48,1012.7,FALSE,35.1,191,1.4
0 days 02:29:41.006000,20.9,48,1012.7,FALSE,34.9,174,1.4
0 days 02:31:41.007000,20.9,48,1012.7,FALSE,34.5,186,1.3
0 days 02:33:41.008000,20.6,50,1012.7,FALSE,34.2,172,1.3
0 days 02:34:41.008000,20.6,50,1012.7,FALSE,34,206,1.8
0 days 02:36:41.023000,20.4,51,1012.8,FALSE,33.1,194,2.6
0 days 02:38:41.042000,20.3,52,1012.8,FALSE,33.3,166,1.2
0 days 02:39:41.043000,20.3,52,1012.8,FALSE,33.3,176,1.9
0 days 02:41:41.060000,20.1,52,1012.8,FALSE,33,186,2.2
0 days 02:42:41.060000,20.1,53,1012.8,FALSE,32.9,185,2.1
0 days 02:44:41.091000,20,54,1012.8,FALSE,32.5,197,2
0 days 02:46:41.110000,19.9,56,1012.8,FALSE,32.2,197,1.7
0 days 02:47:41.111000,19.8,56,1012.8,FALSE,32.2,197,1.7
0 days 02:49:41.111000,19.8,54,1012.9,FALSE,31.9,165,2.6
0 days 02:51:41.117000,19.8,56,1012.9,FALSE,32,173,2.3
0 days 02:52:41.144000,19.8,56,1012.9,FALSE,32,203,2.2
0 days 02:54:41.144000,19.7,56,1012.9,FALSE,31.3,182,1.7
0 days 02:56:41.150000,19.6,56,1012.9,FALSE,31.3,196,2.6
0 days 01:02:40.698000,22.3,42,1012.1,FALSE,40,181,1.5
0 days 01:31:40.840000,22.6,32,1012.3,FALSE,39.3,203,3.3
0 days 01:34:40.846000,22.5,36,1012.3,FALSE,38.8,220,2.9
0 days 01:36:40.844000,22.5,37,1012.2,FALSE,39,216,3.1
0 days 01:38:40.848000,22.5,38,1012.3,FALSE,39,195,3
0 days 01:39:40.948000,22.5,39,1012.2,FALSE,38.8,201,3.1
0 days 01:41:40.847000,22.3,40,1012.2,FALSE,38.7,204,3.5
0 days 01:43:40.850000,22.3,38,1012.2,FALSE,38.8,206,4.1
0 days 01:45:40.850000,22.1,40,1012.3,FALSE,39,208,3.1
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
0 days 01:48:40.853000,22,39,1012.2,FALSE,37.8,185,2.9
0 days 01:50:40.854000,21.7,39,1012.2,FALSE,36.7,173,2.6
0 days 01:51:40.859000,21.6,40,1012.3,FALSE,36.3,156,2.3
0 days 01:53:40.863000,21.6,40,1012.3,FALSE,36.2,135,2.1
0 days 01:55:40.889000,21.5,41,1012.4,FALSE,36,188,2
0 days 01:56:40.908000,21.5,41,1012.4,FALSE,35.2,168,2.3
0 days 01:58:40.905000,21.2,43,1012.3,FALSE,34.9,170,2.4
0 days 02:00:40.907000,21.3,43,1012.4,FALSE,34.6,152,2.2
0 days 02:01:40.909000,21.2,43,1012.5,FALSE,34.8,187,2.1
0 days 02:03:40.924000,21.1,44,1012.5,FALSE,34.2,192,3.7
0 days 02:05:40.926000,21,45,1012.7,FALSE,34.4,197,2.5
0 days 02:06:40.929000,21.2,46,1012.6,FALSE,35.2,195,3.3
0 days 02:08:40.959000,21.1,46,1012.5,FALSE,35.4,204,2.1
0 days 02:10:40.968000,21,47,1012.5,FALSE,35.6,186,2.1
0 days 02:12:40.978000,21.1,47,1012.6,FALSE,36,182,2
0 days 02:13:40.980000,21.3,46,1012.5,FALSE,35.7,195,2.4
0 days 02:15:40.994000,21.4,47,1012.5,FALSE,35.7,190,3
0 days 02:16:40.996000,21.4,47,1012.4,FALSE,36.3,185,3.5
0 days 02:18:40.996000,21.4,48,1012.5,FALSE,36.4,191,1.6
0 days 02:20:40.999000,21.3,47,1012.5,FALSE,36.5,199,2
0 days 02:21:41.005000,21.3,47,1012.6,FALSE,36.3,192,2.4
0 days 02:23:40.990000,21.4,47,1012.5,FALSE,36.5,192,2.4
0 days 02:25:41.005000,21.2,47,1012.6,FALSE,36.5,197,2.3
0 days 02:26:41.006000,21.2,47,1012.7,FALSE,36.2,185,2.9
0 days 02:28:41.005000,21,48,1012.7,FALSE,35.1,191,1.4
0 days 02:29:41.006000,20.9,48,1012.7,FALSE,34.9,174,1.4
0 days 02:31:41.007000,20.9,48,1012.7,FALSE,34.5,186,1.3
0 days 02:33:41.008000,20.6,50,1012.7,FALSE,34.2,172,1.3
0 days 02:34:41.008000,20.6,50,1012.7,FALSE,34,206,1.8
0 days 02:36:41.023000,20.4,51,1012.8,FALSE,33.1,194,2.6
0 days 02:38:41.042000,20.3,52,1012.8,FALSE,33.3,166,1.2
0 days 02:39:41.043000,20.3,52,1012.8,FALSE,33.3,176,1.9
0 days 02:41:41.060000,20.1,52,1012.8,FALSE,33,186,2.2
0 days 02:42:41.060000,20.1,53,1012.8,FALSE,32.9,185,2.1
0 days 02:44:41.091000,20,54,1012.8,FALSE,32.5,197,2
0 days 02:46:41.110000,19.9,56,1012.8,FALSE,32.2,197,1.7
0 days 02:47:41.111000,19.8,56,1012.8,FALSE,32.2,197,1.7
0 days 02:49:41.111000,19.8,54,1012.9,FALSE,31.9,165,2.6
0 days 02:51:41.117000,19.8,56,1012.9,FALSE,32,173,2.3
0 days 02:52:41.144000,19.8,56,1012.9,FALSE,32,203,2.2
0 days 02:54:41.144000,19.7,56,1012.9,FALSE,31.3,182,1.7
0 days 02:56:41.150000,19.6,56,1012.9,FALSE,31.3,196,2.6
0 days 01:02:40.698000,22.3,42,1012.1,FALSE,40,181,1.5
0 days 01:31:40.840000,22.6,32,1012.3,FALSE,39.3,203,3.3
0 days 01:34:40.846000,22.5,36,1012.3,FALSE,38.8,220,2.9
0 days 01:36:40.844000,22.5,37,1012.2,FALSE,39,216,3.1
0 days 01:38:40.848000,22.5,38,1012.3,FALSE,39,195,3
0 days 01:40:40.862000,22.4,40,1012.2,FALSE,38.8,201,2.8
0 days 01:41:40.847000,22.3,40,1012.2,FALSE,38.7,204,3.5
0 days 01:43:40.850000,22.3,38,1012.2,FALSE,38.8,206,4.1
0 days 01:45:40.850000,22.1,40,1012.3,FALSE,39,208,3.1
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
0 days 01:48:40.853000,22,39,1012.2,FALSE,37.8,185,2.9
0 days 01:50:40.854000,21.7,39,1012.2,FALSE,36.7,173,2.6
0 days 01:51:40.859000,21.6,40,1012.3,FALSE,36.3,156,2.3
0 days 01:53:40.863000,21.6,40,1012.3,FALSE,36.2,135,2.1
0 days 01:55:40.889000,21.5,41,1012.4,FALSE,36,188,2
0 days 01:56:40.908000,21.5,41,1012.4,FALSE,35.2,168,2.3
0 days 01:58:40.905000,21.2,43,1012.3,FALSE,34.9,170,2.4
0 days 02:00:40.907000,21.3,43,1012.4,FALSE,34.6,152,2.2
0 days 02:01:40.909000,21.2,43,1012.5,FALSE,34.8,187,2.1
0 days 02:03:40.924000,21.1,44,1012.5,FALSE,34.2,192,3.7
0 days 02:05:40.926000,21,45,1012.7,FALSE,34.4,197,2.5
0 days 02:07:40.943000,21.2,46,1012.5,FALSE,35.3,191,2.5
0 days 02:08:40.959000,21.1,46,1012.5,FALSE,35.4,204,2.1
0 days 02:10:40.968000,21,47,1012.5,FALSE,35.6,186,2.1
0 days 02:12:40.978000,21.1,47,1012.6,FALSE,36,182,2
0 days 02:13:40.980000,21.3,46,1012.5,FALSE,35.7,195,2.4
0 days 02:15:40.994000,21.4,47,1012.5,FALSE,35.7,190,3
0 days 02:16:40.996000,21.4,47,1012.4,FALSE,36.3,185,3.5
0 days 02:18:40.996000,21.4,48,1012.5,FALSE,36.4,191,1.6
0 days 02:20:40.999000,21.3,47,1012.5,FALSE,36.5,199,2
0 days 02:21:41.005000,21.3,47,1012.6,FALSE,36.3,192,2.4
0 days 02:23:40.990000,21.4,47,1012.5,FALSE,36.5,192,2.4
0 days 02:25:41.005000,21.2,47,1012.6,FALSE,36.5,197,2.3
0 days 02:26:41.006000,21.2,47,1012.7,FALSE,36.2,185,2.9
0 days 02:28:41.005000,21,48,1012.7,FALSE,35.1,191,1.4
0 days 02:30:41.025000,20.9,48,1012.7,FALSE,34.6,164,1.6
0 days 02:32:41.001000,20.8,49,1012.7,FALSE,34.5,145,1.5
0 days 02:33:41.008000,20.6,50,1012.7,FALSE,34.2,172,1.3
0 days 02:35:41.009000,20.6,51,1012.8,FALSE,34,197,1.7
0 days 02:36:41.023000,20.4,51,1012.8,FALSE,33.1,194,2.6
0 days 02:38:41.042000,20.3,52,1012.8,FALSE,33.3,166,1.2
0 days 02:40:41.057000,20.3,52,1012.7,FALSE,33.1,188,1.3
0 days 02:41:41.060000,20.1,52,1012.8,FALSE,33,186,2.2
0 days 02:43:41.075000,20,53,1012.9,FALSE,32.6,146,2.3
0 days 02:45:41.092000,19.9,54,1012.8,FALSE,32.3,188,3
0 days 02:46:41.110000,19.9,56,1012.8,FALSE,32.2,197,1.7
0 days 02:48:41.114000,19.7,55,1012.9,FALSE,32.7,192,0.9
0 days 02:50:41.114000,19.8,55,1012.9,FALSE,31.8,177,2.1
0 days 02:51:41.117000,19.8,56,1012.9,FALSE,32,173,2.3
0 days 02:53:41.146000,19.8,56,1012.8,FALSE,31.7,191,2.2
0 days 02:54:41.144000,19.7,56,1012.9,FALSE,31.3,182,1.7
0 days 02:56:41.150000,19.6,56,1012.9,FALSE,31.3,196,2.6
0 days 01:02:40.698000,22.3,42,1012.1,FALSE,40,181,1.5
0 days 01:31:40.840000,22.6,32,1012.3,FALSE,39.3,203,3.3
0 days 01:34:40.846000,22.5,36,1012.3,FALSE,38.8,220,2.9
0 days 01:36:40.844000,22.5,37,1012.2,FALSE,39,216,3.1
0 days 01:38:40.848000,22.5,38,1012.3,FALSE,39,195,3
0 days 01:40:40.862000,22.4,40,1012.2,FALSE,38.8,201,2.8
0 days 01:41:40.847000,22.3,40,1012.2,FALSE,38.7,204,3.5
0 days 01:43:40.850000,22.3,38,1012.2,FALSE,38.8,206,4.1
0 days 01:45:40.850000,22.1,40,1012.3,FALSE,39,208,3.1
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
0 days 01:48:40.853000,22,39,1012.2,FALSE,37.8,185,2.9
0 days 01:50:40.854000,21.7,39,1012.2,FALSE,36.7,173,2.6
0 days 01:51:40.859000,21.6,40,1012.3,FALSE,36.3,156,2.3
0 days 01:53:40.863000,21.6,40,1012.3,FALSE,36.2,135,2.1
0 days 01:55:40.889000,21.5,41,1012.4,FALSE,36,188,2
0 days 01:56:40.908000,21.5,41,1012.4,FALSE,35.2,168,2.3
0 days 01:58:40.905000,21.2,43,1012.3,FALSE,34.9,170,2.4
0 days 02:00:40.907000,21.3,43,1012.4,FALSE,34.6,152,2.2
0 days 02:02:40.927000,21.2,42,1012.5,FALSE,34.5,197,2.7
0 days 02:03:40.924000,21.1,44,1012.5,FALSE,34.2,192,3.7
0 days 02:05:40.926000,21,45,1012.7,FALSE,34.4,197,2.5
0 days 02:07:40.943000,21.2,46,1012.5,FALSE,35.3,191,2.5
0 days 02:08:40.959000,21.1,46,1012.5,FALSE,35.4,204,2.1
0 days 02:10:40.968000,21,47,1012.5,FALSE,35.6,186,2.1
0 days 02:12:40.978000,21.1,47,1012.6,FALSE,36,182,2
0 days 02:13:40.980000,21.3,46,1012.5,FALSE,35.7,195,2.4
0 days 02:15:40.994000,21.4,47,1012.5,FALSE,35.7,190,3
0 days 02:17:41.002000,21.5,47,1012.5,FALSE,36.2,180,3.2
0 days 02:18:40.996000,21.4,48,1012.5,FALSE,36.4,191,1.6
0 days 02:20:40.999000,21.3,47,1012.5,FALSE,36.5,199,2
0 days 02:22:41.009000,21.3,46,1012.6,FALSE,36.5,156,2.3
0 days 02:23:40.990000,21.4,47,1012.5,FALSE,36.5,192,2.4
0 days 02:25:41.005000,21.2,47,1012.6,FALSE,36.5,197,2.3
0 days 02:27:41.003000,21,48,1012.7,FALSE,35.5,163,1.4
0 days 02:28:41.005000,21,48,1012.7,FALSE,35.1,191,1.4
0 days 02:30:41.025000,20.9,48,1012.7,FALSE,34.6,164,1.6
0 days 02:32:41.001000,20.8,49,1012.7,FALSE,34.5,145,1.5
0 days 02:33:41.008000,20.6,50,1012.7,FALSE,34.2,172,1.3
0 days 02:35:41.009000,20.6,51,1012.8,FALSE,34,197,1.7
0 days 02:37:41.027000,20.4,52,1012.8,FALSE,33.1,137,1.9
0 days 02:38:41.042000,20.3,52,1012.8,FALSE,33.3,166,1.2
0 days 02:40:41.057000,20.3,52,1012.7,FALSE,33.1,188,1.3
0 days 02:42:41.060000,20.1,53,1012.8,FALSE,32.9,185,2.1
0 days 02:43:41.075000,20,53,1012.9,FALSE,32.6,146,2.3
0 days 02:45:41.092000,19.9,54,1012.8,FALSE,32.3,188,3
0 days 02:46:41.110000,19.9,56,1012.8,FALSE,32.2,197,1.7
0 days 02:48:41.114000,19.7,55,1012.9,FALSE,32.7,192,0.9
0 days 02:50:41.114000,19.8,55,1012.9,FALSE,31.8,177,2.1
0 days 02:51:41.117000,19.8,56,1012.9,FALSE,32,173,2.3
0 days 02:53:41.146000,19.8,56,1012.8,FALSE,31.7,191,2.2
0 days 02:55:41.148000,19.6,56,1012.9,FALSE,31.3,199,2.4
0 days 02:56:41.150000,19.6,56,1012.9,FALSE,31.3,196,2.6
0 days 01:02:40.698000,22.3,42,1012.1,FALSE,40,181,1.5
0 days 01:31:40.840000,22.6,32,1012.3,FALSE,39.3,203,3.3
0 days 01:34:40.846000,22.5,36,1012.3,FALSE,38.8,220,2.9
0 days 01:36:40.844000,22.5,37,1012.2,FALSE,39,216,3.1
0 days 01:38:40.848000,22.5,38,1012.3,FALSE,39,195,3
0 days 01:40:40.862000,22.4,40,1012.2,FALSE,38.8,201,2.8
0 days 01:41:40.847000,22.3,40,1012.2,FALSE,38.7,204,3.5
0 days 01:43:40.850000,22.3,38,1012.2,FALSE,38.8,206,4.1
0 days 01:45:40.850000,22.1,40,1012.3,FALSE,39,208,3.1
0 days 01:46:40.852000,22.2,39,1012.3,FALSE,39,196,3.2
